CASENUM,STRM,Subject,CatalogNbr,TITLE,Grade
647,FALL 13,MA,112,College Math for Aviation II,C
648,FALL 12,MA,6,Intermediate Algebra,C
648,SPRING 13,MA,111,College Math for Aviation I,D
648,FALL 13,MA,112,College Math for Aviation II,W
648,SPRING 14,MA,112,College Math for Aviation II,F
649,FALL 12,MA,6,Intermediate Algebra,C
651,FALL 12,MA,111,College Math for Aviation I,B
651,SPRING 13,MA,112,College Math for Aviation II,C
651,SPRING 15,MA,112,College Math for Aviation II,A
651,SUMMER 15,MA,222,Business Statistics,A
652,FALL 12,MA,143,Precalculus Essentials,B
652,SPRING 13,MA,241,Calculus & Analytical Geom I,B
652,FALL 13,MA,242,Calculus & Analytical Geom II,C
652,SPRING 14,MA,243,Calculus & Analytical Geom III,F
653,FALL 12,MA,4,Beginning Algebra,F
653,SPRING 13,MA,4,Beginning Algebra,B
653,FALL 13,MA,111,College Math for Aviation I,W
653,SPRING 14,MA,111,College Math for Aviation I,W
653,SUMMER 14,MA,112,College Math for Aviation II,C
653,SUMMER 14,MA,111,College Math for Aviation I,B
654,FALL 12,MA,241,Calculus & Analytical Geom I,A
654,SPRING 13,MA,242,Calculus & Analytical Geom II,B
654,FALL 13,MA,243,Calculus & Analytical Geom III,A
654,SPRING 14,MA,345,Differential Eq & Matrix Meth,B
654,SPRING 15,MA,441,Math Methods Engr & Physics I,F
655,FALL 12,MA,143,Precalculus Essentials,B
656,FALL 12,MA,241,Calculus & Analytical Geom I,D
656,SPRING 13,MA,241,Calculus & Analytical Geom I,A
656,FALL 13,MA,242,Calculus & Analytical Geom II,D
657,FALL 12,MA,143,Precalculus Essentials,C
657,SPRING 13,MA,241,Calculus & Analytical Geom I,D
657,FALL 13,MA,242,Calculus & Analytical Geom II,W
657,SPRING 14,MA,241,Calculus & Analytical Geom I,D
658,FALL 12,MA,112,College Math for Aviation II,A
659,FALL 12,MA,6,Intermediate Algebra,C
659,SPRING 13,MA,143,Precalculus Essentials,C
659,FALL 13,MA,241,Calculus & Analytical Geom I,AU
661,FALL 12,MA,112,College Math for Aviation II,A
661,SPRING 13,MA,241,Calculus & Analytical Geom I,A
661,SUMMER 13,MA,242,Calculus & Analytical Geom II,B
661,FALL 13,MA,243,Calculus & Analytical Geom III,C
661,SPRING 14,MA,345,Differential Eq & Matrix Meth,B
662,FALL 12,MA,112,College Math for Aviation II,A
663,FALL 12,MA,243HON,Calc & Analytical Geometry III,B
664,FALL 12,MA,112,College Math for Aviation II,B
664,SPRING 15,MA,222,Business Statistics,B
665,FALL 12,MA,143,Precalculus Essentials,F
666,FALL 12,MA,241,Calculus & Analytical Geom I,D
667,FALL 12,MA,112,College Math for Aviation II,A
668,FALL 12,MA,143,Precalculus Essentials,A
668,SPRING 13,MA,241,Calculus & Analytical Geom I,B
668,FALL 13,MA,242,Calculus & Analytical Geom II,D
668,SPRING 14,MA,242,Calculus & Analytical Geom II,B
668,FALL 14,MA,243,Calculus & Analytical Geom III,A
668,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
669,FALL 12,MA,242,Calculus & Analytical Geom II,A
669,SPRING 13,MA,243HON,Calc & Analytical Geometry III,A
669,FALL 13,MA,345HON,Differential Eq & Matrix Meth,A
669,FALL 14,MA,441,Math Methods Engr & Physics I,A
671,FALL 12,MA,6,Intermediate Algebra,B
671,SPRING 13,MA,111,College Math for Aviation I,C
671,FALL 14,MA,112,College Math for Aviation II,F
671,FALL 14,MA,222,Business Statistics,D
671,SUMMER 15,MA,112,College Math for Aviation II,D
672,FALL 12,MA,111,College Math for Aviation I,A
672,SPRING 13,MA,222,Business Statistics,B
673,FALL 12,MA,4,Beginning Algebra,A
673,SPRING 13,MA,111,College Math for Aviation I,F
674,FALL 12,MA,6,Intermediate Algebra,C
674,FALL 13,MA,111,College Math for Aviation I,B
674,SPRING 14,MA,112,College Math for Aviation II,D
675,FALL 12,MA,111,College Math for Aviation I,D
675,SPRING 13,MA,112,College Math for Aviation II,W
676,FALL 12,MA,6,Intermediate Algebra,A
676,SPRING 13,MA,143,Precalculus Essentials,B
676,FALL 13,MA,242,Calculus & Analytical Geom II,C
676,SPRING 14,MA,243,Calculus & Analytical Geom III,C
677,FALL 12,MA,143,Precalculus Essentials,D
677,SPRING 13,MA,143,Precalculus Essentials,F
678,FALL 12,MA,111,College Math for Aviation I,F
678,SPRING 13,MA,111,College Math for Aviation I,F
678,FALL 13,MA,111,College Math for Aviation I,D
678,SPRING 14,MA,112,College Math for Aviation II,D
680,FALL 12,MA,6,Intermediate Algebra,A
680,SPRING 13,MA,143,Precalculus Essentials,A
680,FALL 13,MA,243,Calculus & Analytical Geom III,D
680,SPRING 14,MA,243,Calculus & Analytical Geom III,A
680,FALL 14,MA,345,Differential Eq & Matrix Meth,C
680,SPRING 15,MA,441,Math Methods Engr & Physics I,C
681,FALL 12,MA,143,Precalculus Essentials,B
681,SPRING 13,MA,241,Calculus & Analytical Geom I,B
681,FALL 13,MA,242,Calculus & Analytical Geom II,D
681,SPRING 14,MA,222,Business Statistics,A
682,FALL 14,MA,111,College Math for Aviation I,B
682,SPRING 15,MA,112,College Math for Aviation II,D
683,FALL 12,MA,6,Intermediate Algebra,A
683,SPRING 13,MA,143,Precalculus Essentials,B
683,FALL 13,MA,241,Calculus & Analytical Geom I,C
683,SPRING 14,MA,242,Calculus & Analytical Geom II,AU
684,FALL 12,MA,241,Calculus & Analytical Geom I,B
684,SPRING 13,MA,242,Calculus & Analytical Geom II,C
684,FALL 13,MA,243,Calculus & Analytical Geom III,B
684,SPRING 14,MA,345,Differential Eq & Matrix Meth,A
684,FALL 14,MA,441,Math Methods Engr & Physics I,A
685,FALL 12,MA,241,Calculus & Analytical Geom I,D
685,SPRING 13,MA,241,Calculus & Analytical Geom I,F
685,FALL 13,MA,241,Calculus & Analytical Geom I,D
686,FALL 12,MA,111,College Math for Aviation I,B
686,SPRING 13,MA,112,College Math for Aviation II,D
687,FALL 12,MA,112,College Math for Aviation II,F
687,SPRING 13,MA,112,College Math for Aviation II,C
688,FALL 12,MA,241,Calculus & Analytical Geom I,C
688,SPRING 13,MA,242,Calculus & Analytical Geom II,F
688,FALL 13,MA,242,Calculus & Analytical Geom II,C
688,SPRING 14,MA,243,Calculus & Analytical Geom III,C
688,SPRING 15,MA,345,Differential Eq & Matrix Meth,B
689,FALL 12,MA,4,Beginning Algebra,A
689,SPRING 13,MA,111,College Math for Aviation I,F
689,FALL 14,MA,111,College Math for Aviation I,C
689,SPRING 15,MA,112,College Math for Aviation II,W
689,SUMMER 15,MA,112,College Math for Aviation II,F
690,FALL 12,MA,6,Intermediate Algebra,A
690,SPRING 13,MA,111,College Math for Aviation I,D
690,FALL 13,MA,112,College Math for Aviation II,F
691,FALL 12,MA,243,Calculus & Analytical Geom III,A
691,SPRING 13,MA,345,Differential Eq & Matrix Meth,A
691,FALL 13,MA,441,Math Methods Engr & Physics I,B
692,FALL 12,MA,241,Calculus & Analytical Geom I,A
692,SPRING 13,MA,242,Calculus & Analytical Geom II,A
692,FALL 13,MA,243,Calculus & Analytical Geom III,A
692,SPRING 14,MA,345,Differential Eq & Matrix Meth,A
692,FALL 14,MA,441,Math Methods Engr & Physics I,A
692,SPRING 15,MA,595L,Num Solut of Differ Equations,A
693,FALL 12,MA,241,Calculus & Analytical Geom I,A
693,SPRING 13,MA,242,Calculus & Analytical Geom II,B
693,FALL 13,MA,243,Calculus & Analytical Geom III,A
693,SPRING 14,MA,345,Differential Eq & Matrix Meth,A
693,FALL 14,MA,441,Math Methods Engr & Physics I,A
694,FALL 12,MA,241,Calculus & Analytical Geom I,W
694,SPRING 13,MA,143,Precalculus Essentials,F
695,FALL 12,MA,6,Intermediate Algebra,C
695,FALL 13,MA,111,College Math for Aviation I,F
696,FALL 12,MA,143,Precalculus Essentials,D
696,SPRING 13,MA,241,Calculus & Analytical Geom I,F
696,FALL 13,MA,241,Calculus & Analytical Geom I,F
697,FALL 12,MA,241,Calculus & Analytical Geom I,C
697,SPRING 13,MA,242,Calculus & Analytical Geom II,B
697,FALL 13,MA,243,Calculus & Analytical Geom III,B
697,SPRING 14,MA,345,Differential Eq & Matrix Meth,B
697,FALL 14,MA,441,Math Methods Engr & Physics I,A
698,FALL 12,MA,111,College Math for Aviation I,B
698,SPRING 13,MA,112,College Math for Aviation II,D
699,FALL 12,MA,242,Calculus & Analytical Geom II,B
699,SPRING 13,MA,243,Calculus & Analytical Geom III,F
699,FALL 13,MA,243,Calculus & Analytical Geom III,A
699,SPRING 14,MA,345,Differential Eq & Matrix Meth,D
699,FALL 14,MA,441,Math Methods Engr & Physics I,A
699,SPRING 15,MA,442,Math Methods Engr & Physics II,AU
699,SUMMER 15,MA,442,Math Methods Engr & Physics II,C
700,FALL 12,MA,241,Calculus & Analytical Geom I,B
701,FALL 12,MA,112,College Math for Aviation II,C
702,FALL 12,MA,4,Beginning Algebra,W
703,FALL 12,MA,112,College Math for Aviation II,A
704,FALL 12,MA,143,Precalculus Essentials,B
704,SPRING 13,MA,241,Calculus & Analytical Geom I,B
704,SUMMER 13,MA,242,Calculus & Analytical Geom II,B
704,FALL 13,MA,243,Calculus & Analytical Geom III,B
704,SPRING 14,MA,412,Probability and Statistics,B
704,SPRING 14,MA,345,Differential Eq & Matrix Meth,A
704,FALL 14,MA,441,Math Methods Engr & Physics I,A
704,SPRING 15,MA,490,Capstone Project,A
704,SPRING 15,MA,305,Intro to Scientific Computing,B
704,SPRING 15,MA,413,Statistics,A
704,SPRING 15,MA,348,Numerical Analysis I,B
704,SPRING 15,MA,448,Numerical Solution Diff Equatn,B
704,SUMMER 15,MA,442,Math Methods Engr & Physics II,C
704,SUMMER 15,MA,432,Linear Algebra,A
705,FALL 12,MA,143,Precalculus Essentials,D
705,SPRING 13,MA,143,Precalculus Essentials,D
706,SPRING 14,MA,111,College Math for Aviation I,F
706,FALL 14,MA,111,College Math for Aviation I,C
706,SPRING 15,MA,112,College Math for Aviation II,C
707,FALL 12,MA,241,Calculus & Analytical Geom I,C
707,SPRING 13,MA,242,Calculus & Analytical Geom II,F
707,FALL 13,MA,242,Calculus & Analytical Geom II,F
707,SPRING 14,MA,242,Calculus & Analytical Geom II,F
707,FALL 14,MA,222,Business Statistics,F
708,FALL 12,MA,143,Precalculus Essentials,D
708,SPRING 13,MA,241,Calculus & Analytical Geom I,F
709,FALL 12,MA,243,Calculus & Analytical Geom III,A
709,SPRING 13,MA,345HON,Differential Eq & Matrix Meth,A
709,FALL 13,MA,441,Math Methods Engr & Physics I,A
709,SPRING 14,MA,432,Linear Algebra,A
709,FALL 14,MA,348,Numerical Analysis I,A
709,SPRING 15,MA,495G,Data Mining,A
710,FALL 12,MA,241,Calculus & Analytical Geom I,C
710,SPRING 13,MA,242,Calculus & Analytical Geom II,D
710,SUMMER 13,MA,242,Calculus & Analytical Geom II,D
710,FALL 13,MA,242,Calculus & Analytical Geom II,C
710,SPRING 14,MA,243,Calculus & Analytical Geom III,F
710,SUMMER 14,MA,243,Calculus & Analytical Geom III,B
711,FALL 12,MA,6,Intermediate Algebra,A
711,SPRING 13,MA,120,Quantitative Methods I,B
711,FALL 13,MA,220,Quantitative Methods II,A
712,FALL 12,MA,143,Precalculus Essentials,C
712,SPRING 13,MA,241,Calculus & Analytical Geom I,AU
712,FALL 13,MA,242,Calculus & Analytical Geom II,AU
712,SPRING 14,MA,242,Calculus & Analytical Geom II,C
712,FALL 14,MA,243,Calculus & Analytical Geom III,B
712,SPRING 15,MA,345,Differential Eq & Matrix Meth,C
712,SUMMER 15,MA,412,Probability and Statistics,A
713,FALL 12,MA,6,Intermediate Algebra,B
713,SPRING 13,MA,111,College Math for Aviation I,B
713,FALL 13,MA,112,College Math for Aviation II,A
714,FALL 12,MA,143,Precalculus Essentials,C
714,SPRING 13,MA,112,College Math for Aviation II,F
715,FALL 12,MA,111,College Math for Aviation I,B
715,SPRING 13,MA,112,College Math for Aviation II,D
715,SUMMER 13,MA,112,College Math for Aviation II,C
716,FALL 12,MA,112,College Math for Aviation II,A
717,FALL 12,MA,241,Calculus & Analytical Geom I,W
717,SPRING 13,MA,241,Calculus & Analytical Geom I,B
717,FALL 13,MA,242,Calculus & Analytical Geom II,C
717,SPRING 15,MA,495G,Data Mining,B
717,SUMMER 15,MA,412,Probability and Statistics,A
718,FALL 12,MA,143,Precalculus Essentials,B
718,SPRING 13,MA,241,Calculus & Analytical Geom I,C
718,FALL 13,MA,242,Calculus & Analytical Geom II,D
719,FALL 12,MA,242,Calculus & Analytical Geom II,B
719,SPRING 13,MA,243,Calculus & Analytical Geom III,B
719,FALL 13,MA,345,Differential Eq & Matrix Meth,B
719,FALL 14,MA,441,Math Methods Engr & Physics I,A
720,FALL 12,MA,111,College Math for Aviation I,C
720,FALL 13,MA,112,College Math for Aviation II,A
721,FALL 12,MA,112,College Math for Aviation II,D
722,FALL 12,MA,241,Calculus & Analytical Geom I,F
722,SPRING 13,MA,241,Calculus & Analytical Geom I,C
723,FALL 12,MA,241,Calculus & Analytical Geom I,D
723,SPRING 13,MA,222,Business Statistics,A
724,FALL 12,MA,241,Calculus & Analytical Geom I,B
724,SPRING 13,MA,242,Calculus & Analytical Geom II,C
725,FALL 12,MA,243,Calculus & Analytical Geom III,B
725,SPRING 13,MA,345,Differential Eq & Matrix Meth,B
725,FALL 13,MA,441,Math Methods Engr & Physics I,B
725,SPRING 14,MA,305,Intro to Scientific Computing,D
725,SPRING 14,MA,442,Math Methods Engr & Physics II,C
726,FALL 12,MA,112,College Math for Aviation II,B
726,FALL 13,MA,222,Business Statistics,A
727,FALL 12,MA,143,Precalculus Essentials,A
727,SPRING 13,MA,241,Calculus & Analytical Geom I,B
727,FALL 13,MA,242,Calculus & Analytical Geom II,C
727,SPRING 14,MA,243,Calculus & Analytical Geom III,C
728,FALL 12,MA,4,Beginning Algebra,C
728,FALL 13,MA,111,College Math for Aviation I,F
729,FALL 12,MA,4,Beginning Algebra,C
729,SPRING 13,MA,111,College Math for Aviation I,C
729,FALL 13,MA,112,College Math for Aviation II,C
730,FALL 12,MA,111,College Math for Aviation I,C
730,SPRING 13,MA,112,College Math for Aviation II,B
731,FALL 12,MA,6,Intermediate Algebra,A
731,SPRING 13,MA,143,Precalculus Essentials,C
731,SUMMER 13,MA,241,Calculus & Analytical Geom I,B
731,SUMMER 13,MA,241,Calculus & Analytical Geom I,F
731,FALL 13,MA,242,Calculus & Analytical Geom II,F
731,SPRING 14,MA,242,Calculus & Analytical Geom II,F
732,FALL 12,MA,112,College Math for Aviation II,D
733,FALL 12,MA,241,Calculus & Analytical Geom I,D
733,SPRING 13,MA,241,Calculus & Analytical Geom I,B
734,FALL 12,MA,6,Intermediate Algebra,F
734,SPRING 13,MA,6,Intermediate Algebra,F
735,FALL 12,MA,143,Precalculus Essentials,B
735,SPRING 13,MA,241,Calculus & Analytical Geom I,C
736,FALL 12,MA,6,Intermediate Algebra,A
736,SPRING 13,MA,111,College Math for Aviation I,D
736,FALL 13,MA,112,College Math for Aviation II,D
737,FALL 12,MA,143,Precalculus Essentials,A
737,SPRING 13,MA,241,Calculus & Analytical Geom I,B
737,FALL 13,MA,242,Calculus & Analytical Geom II,B
737,SPRING 14,MA,243,Calculus & Analytical Geom III,A
737,FALL 14,MA,345,Differential Eq & Matrix Meth,C
737,SPRING 15,MA,348,Numerical Analysis I,B
738,SUMMER 13,MA,242,Calculus & Analytical Geom II,B
738,FALL 13,MA,243,Calculus & Analytical Geom III,B
739,FALL 12,MA,143,Precalculus Essentials,D
739,SPRING 13,MA,241,Calculus & Analytical Geom I,F
739,SPRING 15,MA,241,Calculus & Analytical Geom I,C
740,FALL 12,MA,6,Intermediate Algebra,B
740,SPRING 13,MA,111,College Math for Aviation I,B
740,FALL 13,MA,112,College Math for Aviation II,C
741,FALL 12,MA,112,College Math for Aviation II,NS
741,FALL 12,MA,241,Calculus & Analytical Geom I,F
741,SPRING 13,MA,241,Calculus & Analytical Geom I,C
741,FALL 13,MA,242,Calculus & Analytical Geom II,F
741,SUMMER 14,MA,242,Calculus & Analytical Geom II,D
741,SPRING 15,MA,243,Calculus & Analytical Geom III,FX
742,FALL 12,MA,242,Calculus & Analytical Geom II,FX
743,FALL 12,MA,111,College Math for Aviation I,A
743,SPRING 13,MA,112,College Math for Aviation II,C
744,FALL 12,MA,111,College Math for Aviation I,B
744,SUMMER 13,MA,112,College Math for Aviation II,D
744,SUMMER 14,MA,222,Business Statistics,B
745,FALL 12,MA,4,Beginning Algebra,F
745,SPRING 13,MA,4,Beginning Algebra,W
746,FALL 12,MA,6,Intermediate Algebra,A
746,SPRING 13,MA,120,Quantitative Methods I,B
746,FALL 13,MA,111,College Math for Aviation I,B
746,SPRING 14,MA,112,College Math for Aviation II,C
747,FALL 12,MA,111,College Math for Aviation I,F
748,FALL 12,MA,241,Calculus & Analytical Geom I,C
748,SPRING 13,MA,242,Calculus & Analytical Geom II,D
749,FALL 12,MA,6,Intermediate Algebra,F
749,SPRING 13,MA,6,Intermediate Algebra,B
749,FALL 13,MA,111,College Math for Aviation I,C
750,FALL 12,MA,241,Calculus & Analytical Geom I,C
750,SPRING 13,MA,242,Calculus & Analytical Geom II,C
750,FALL 13,MA,243,Calculus & Analytical Geom III,F
750,SPRING 14,MA,243,Calculus & Analytical Geom III,C
750,FALL 14,MA,345,Differential Eq & Matrix Meth,C
750,SUMMER 15,MA,412,Probability and Statistics,A
751,FALL 12,MA,143,Precalculus Essentials,B
751,SPRING 13,MA,241,Calculus & Analytical Geom I,D
751,FALL 13,MA,241,Calculus & Analytical Geom I,F
752,FALL 12,MA,241,Calculus & Analytical Geom I,A
752,SPRING 13,MA,242,Calculus & Analytical Geom II,B
753,FALL 12,MA,6,Intermediate Algebra,B
753,SPRING 13,MA,111,College Math for Aviation I,C
753,FALL 13,MA,112,College Math for Aviation II,F
753,SPRING 14,MA,112,College Math for Aviation II,C
754,FALL 12,MA,6,Intermediate Algebra,A
754,SUMMER 13,MA,111,College Math for Aviation I,A
754,FALL 13,MA,222,Business Statistics,C
755,FALL 12,MA,242,Calculus & Analytical Geom II,F
755,SPRING 13,MA,242,Calculus & Analytical Geom II,F
756,FALL 12,MA,112,College Math for Aviation II,A
757,FALL 12,MA,143,Precalculus Essentials,C
757,SPRING 15,MA,111,College Math for Aviation I,A
757,SUMMER 15,MA,112,College Math for Aviation II,A
758,FALL 12,MA,6,Intermediate Algebra,A
758,SPRING 13,MA,143,Precalculus Essentials,B
758,FALL 13,MA,241,Calculus & Analytical Geom I,D
758,SPRING 14,MA,241,Calculus & Analytical Geom I,C
758,FALL 14,MA,243,Calculus & Analytical Geom III,C
758,SPRING 15,MA,345,Differential Eq & Matrix Meth,F
759,FALL 12,MA,6,Intermediate Algebra,C
761,SPRING 13,MA,111,College Math for Aviation I,B
762,FALL 12,MA,143,Precalculus Essentials,D
762,SPRING 13,MA,143,Precalculus Essentials,D
762,SPRING 14,MA,143,Precalculus Essentials,D
763,FALL 12,MA,243,Calculus & Analytical Geom III,A
763,SPRING 13,MA,345,Differential Eq & Matrix Meth,B
763,FALL 13,MA,441,Math Methods Engr & Physics I,A
763,SPRING 14,MA,432,Linear Algebra,C
763,SUMMER 14,MA,442,Math Methods Engr & Physics II,A
763,FALL 14,MA,443,Complex Variables,B
763,FALL 14,MA,348,Numerical Analysis I,B
764,FALL 12,MA,242,Calculus & Analytical Geom II,C
764,FALL 13,MA,243,Calculus & Analytical Geom III,B
764,SPRING 14,MA,345,Differential Eq & Matrix Meth,B
764,FALL 14,MA,441,Math Methods Engr & Physics I,A
765,FALL 12,MA,6,Intermediate Algebra,C
765,SPRING 13,MA,111,College Math for Aviation I,D
765,SUMMER 13,MA,112,College Math for Aviation II,C
766,FALL 12,MA,111,College Math for Aviation I,F
766,SPRING 13,MA,111,College Math for Aviation I,F
767,FALL 12,MA,4,Beginning Algebra,A
767,SPRING 13,MA,111,College Math for Aviation I,B
767,SUMMER 13,MA,112,College Math for Aviation II,B
768,FALL 12,MA,241,Calculus & Analytical Geom I,A
769,FALL 12,MA,143,Precalculus Essentials,F
769,SPRING 13,MA,4,Beginning Algebra,A
769,FALL 13,MA,111,College Math for Aviation I,D
769,SPRING 14,MA,112,College Math for Aviation II,F
769,SUMMER 14,MA,112,College Math for Aviation II,B
770,FALL 12,MA,112,College Math for Aviation II,D
770,SPRING 13,MA,112,College Math for Aviation II,C
771,FALL 12,MA,241,Calculus & Analytical Geom I,D
771,SPRING 13,MA,241,Calculus & Analytical Geom I,B
771,FALL 13,MA,242,Calculus & Analytical Geom II,C
771,SPRING 14,MA,243,Calculus & Analytical Geom III,FX
771,FALL 14,MA,243,Calculus & Analytical Geom III,D
772,FALL 12,MA,111,College Math for Aviation I,F
772,SPRING 13,MA,111,College Math for Aviation I,F
773,FALL 12,MA,222,Business Statistics,B
774,FALL 12,MA,6,Intermediate Algebra,A
774,SPRING 13,MA,111,College Math for Aviation I,A
774,FALL 13,MA,112,College Math for Aviation II,B
775,FALL 12,MA,6,Intermediate Algebra,A
775,SPRING 13,MA,143,Precalculus Essentials,B
775,FALL 13,MA,241,Calculus & Analytical Geom I,AU
775,SPRING 14,MA,241,Calculus & Analytical Geom I,B
776,FALL 12,MA,243,Calculus & Analytical Geom III,A
776,SPRING 13,MA,345,Differential Eq & Matrix Meth,A
776,SPRING 14,MA,441,Math Methods Engr & Physics I,A
777,FALL 12,MA,112,College Math for Aviation II,C
777,SPRING 15,MA,222,Business Statistics,A
778,FALL 12,MA,241,Calculus & Analytical Geom I,C
778,SPRING 13,MA,242,Calculus & Analytical Geom II,F
778,FALL 13,MA,242,Calculus & Analytical Geom II,W
779,FALL 12,MA,6,Intermediate Algebra,F
779,SPRING 13,MA,6,Intermediate Algebra,B
779,FALL 13,MA,111,College Math for Aviation I,C
779,SPRING 14,MA,112,College Math for Aviation II,C
780,FALL 12,MA,6,Intermediate Algebra,A
780,SPRING 13,MA,111,College Math for Aviation I,D
780,FALL 13,MA,112,College Math for Aviation II,F
780,SPRING 14,MA,112,College Math for Aviation II,C
781,FALL 12,MA,242,Calculus & Analytical Geom II,B
781,SPRING 13,MA,243,Calculus & Analytical Geom III,B
781,FALL 13,MA,345,Differential Eq & Matrix Meth,AU
781,FALL 14,MA,345,Differential Eq & Matrix Meth,F
781,SPRING 15,MA,345,Differential Eq & Matrix Meth,C
